,Time,User,Tweet,RetweetCount,LikeCount,TweetID,Geo,q0_label,q1_label,q2_label,q4_label
51,Tue Jul 26 16:08:08 +0000 2022,BandyGit,"@oldtwohats @Canceloculture3 @Ross_Cand Wtf are u talking about? Stats are provided by the NHS Trusts who pull together the stats provided by their different depts.
 Why will other stats be any different to the official ones I’ve been given?
 Total ICU admissions were lower than previous years, fact.",0,0,1.55E+18,,,,,
52,Tue Jul 26 15:57:19 +0000 2022,BandyGit,"@oldtwohats @Canceloculture3 @Ross_Cand Ok, so the number of patients in ICU is not ICU Stats? 
 Fewer patients in ICU in a ‘pandemic’ than previous years? 
 And I’m the window licker? 
 U carry on throwing out insults to people that are trying to show u how you’ve been lied to.
 D E N I A L",0,0,1.55E+18,,,,,
53,Tue Jul 26 15:26:32 +0000 2022,BandyGit,@Canceloculture3 @oldtwohats @Ross_Cand They are all like this 👇🏻 https://t.co/2A5c7IiBX8,0,2,1.55E+18,,,,,
54,Tue Jul 26 15:23:58 +0000 2022,BandyGit,@oldtwohats @Canceloculture3 @Ross_Cand What part of ‘ICU Stats’ do u not believe? This is from the actual email response from the NHS Trust 👇🏻 https://t.co/17rzstAe84,0,0,1.55E+18,,,,,
55,Tue Jul 26 15:13:53 +0000 2022,BandyGit,@oldtwohats @Canceloculture3 @Ross_Cand Go onto the website of your local NHS Trust and search for ‘Freedom of Information’. It will give u a contact to send in your request. Then u can see how busy they’ve been compared to normal years.,0,0,1.55E+18,,,,,
56,Tue Jul 26 15:09:49 +0000 2022,BandyGit,@oldtwohats @Canceloculture3 @Ross_Cand U keep saying ‘ICU Stats’ but I’ve shown u the official ones for my local hospitals. Where are the stats that show how busy ICU’s have been compared to previous years? Admit that you’ve just believed news reports saying ‘the ICU’s are filling up’.,0,0,1.55E+18,,,,,
57,Tue Jul 26 15:06:36 +0000 2022,BandyGit,Showing evidence to one of the Covid Cult that proves they’ve been lied to for 2 years 👇🏻 https://t.co/HpdfEN11l3,6,13,1.55E+18,,,,,
58,Tue Jul 26 15:02:02 +0000 2022,BandyGit,"@oldtwohats @Canceloculture3 @Ross_Cand U won’t ask for the stats from your local hospitals because you’re scared it will show u the truth, and that will mean u will have to admit you’ve been lied to for 2 years. 
 It’s also a good idea to do some research on the Vax injuries and deaths. Or stay in denial, your choice.",0,0,1.55E+18,,,,,
59,Tue Jul 26 14:33:42 +0000 2022,BandyGit,"@oldtwohats @Canceloculture3 @Ross_Cand Do u mean these official ICU stats obtained from a Freedom of Information request to my local NHS Trust? Can u see ‘overwhelmed’ hospitals in the last 2 years?
 Submit a request to your NHS trust and see what u receive in response. https://t.co/PkxnWHtpEM",0,0,1.55E+18,,,,,
60,Tue Jul 26 13:45:50 +0000 2022,BandyGit,"@oldtwohats @Canceloculture3 @Ross_Cand Triggered? Your smug denial of what’s really happening may kill you eventually, I hope you wise up before it’s too late.",0,0,1.55E+18,,,,,
61,Tue Jul 26 12:38:32 +0000 2022,BandyGit,"Those anti-vaxxers really get on my nerves. 
 They think they’re so clever not taking regular experimental gene therapy injections, not repeatedly getting sick and not dying from ‘covid’. 
 Why can’t they just listen to ‘the experts’ and ‘trust the science’?",0,0,1.55E+18,,,,,
62,Tue Jul 26 12:23:10 +0000 2022,BandyGit,@oldtwohats @Canceloculture3 @Ross_Cand 😂 ‘U think you’re an expert’ says someone who’s swallowed every lie from MSM and probably takes regular experimental gene therapy injections that are proven to cause more harm than good.,0,1,1.55E+18,,,,,
63,Tue Jul 26 12:08:29 +0000 2022,BandyGit,"@knotBoots @freddi071 So u can’t have the vaccine if you’ve already had the infection? That rule didn’t apply for the last 18 months, very strange.",0,0,1.55E+18,,,,,
64,Tue Jul 26 12:04:39 +0000 2022,BandyGit,@LukeNoPic @Eagle1Artillery @GBNEWS https://t.co/ACG5AMc5ou,0,0,1.55E+18,,,,,
65,Tue Jul 26 11:59:26 +0000 2022,BandyGit,@LukeNoPic @Eagle1Artillery @GBNEWS Can u send us a link to the study that proves conclusively that asymptomatic spread exists? There isn’t even a study that proves symptomatic spread exists.,0,0,1.55E+18,,,,,
66,Tue Jul 26 11:15:40 +0000 2022,BandyGit,"Dr Mike Yeadon talking about the ‘vaccines’, using quotes from Dr Hedley Rees: ‘It would have taken between 1 &amp; 2 years to have gained demonstrable control of the steps required for manufacturing….even the people giving it to you have no idea what’s in the bottle’. https://t.co/1pj2ehV2cM",3,14,1.55E+18,,,,,
67,Tue Jul 26 10:58:24 +0000 2022,BandyGit,@nick82388536 @myhollycat Sadly it’s too much for people to admit that they’ve been lied to for over 2 years. I hope people wise up eventually but I’m not confident.,0,1,1.55E+18,,,,,
68,Tue Jul 26 10:50:05 +0000 2022,BandyGit,"@nick82388536 @myhollycat Thanks for that Nick, I’ve seen quite a lot of these from all over the country &amp; they’re all similar. I also requested ‘Total Deaths - All Causes’ from my NHS Trust, the last 2 years are no different to the previous 5 years. https://t.co/9N9zCSsRlC",0,1,1.55E+18,,,,,
69,Tue Jul 26 10:30:44 +0000 2022,BandyGit,@myhollycat @nick82388536 The total hospital admissions don’t reflect a pandemic either. https://t.co/lIeMb5QrgI,0,1,1.55E+18,,,,,
70,Tue Jul 26 10:29:43 +0000 2022,BandyGit,@myhollycat @nick82388536 😂 maybe u should stop believing everything u hear on the BBC. These official ICU figures from my local hospitals don’t show much of a ‘pandemic’ do they? https://t.co/Ej1ANHn7jx,0,0,1.55E+18,,,,,
71,Tue Jul 26 09:32:21 +0000 2022,BandyGit,@myhollycat @nick82388536 No it’s just that I find it unbelievable that anyone still believes any of that really happened.,0,1,1.55E+18,,,,,
72,Tue Jul 26 08:01:22 +0000 2022,BandyGit,"Great interview with Dr Mike Yeadon on GETTR last night &amp; thanks @mattletiss7 for asking my question:
 ‘Is it possible to produce that many doses of a new vaccine in the time period after it was given approval &amp; the start of the roll out?’ 👇🏻 https://t.co/e0Zm7k37NC",8,11,1.55E+18,,,,,
73,Tue Jul 26 07:09:47 +0000 2022,BandyGit,🚩 1999 Fauci on the AIDS vaccine. https://t.co/HVClivy415,1866,0,1.55E+18,,no,,,
74,Tue Jul 26 07:04:31 +0000 2022,BandyGit,Mark Steyn on GB News telling it like it is 👇🏻 https://t.co/T54LNrqO0M,1,3,1.55E+18,,,,,
75,Mon Jul 25 21:43:26 +0000 2022,BandyGit,@RealGorsco @oldtwohats @Ross_Cand I thought ‘riddled’ could only be used when talking about arthritis 😄,0,0,1.55E+18,,,,,
76,Mon Jul 25 21:22:28 +0000 2022,BandyGit,"As an experiment, would the BBC consider doing that documentary the other way round next? So pro-vax people (selected by us) would be subjected to a week of anti-vax information, talk to censored experts, and then at the end see if they want their next booster?",592,0,1.55E+18,,,,,
77,Mon Jul 25 10:39:35 +0000 2022,BandyGit,Always trust ‘the experts’ 👇🏻 https://t.co/uW0iB8kAl4,0,5,1.55E+18,,,,,
78,Mon Jul 25 10:32:09 +0000 2022,BandyGit,"@LaureenCummings @YouTube It’s difficult to describe those two, they must be taking too much Adderall or other meds 😄.
 Thanks for sharing 👍🏻",0,0,1.55E+18,,,,,
79,Mon Jul 25 07:31:24 +0000 2022,BandyGit,"Dr @P_McCulloughMD:
 
 “Remember the inducements (for vaccines)? Have a beer! Have an ice cream! Have a hot dog! How about a $1m raffle?… a free college scholarship? How about a TRIP TO A BROTHEL in the EU?! 
 Maajid, these are considered COERCIVE. They are ILLEGAL in research” https://t.co/KoMC0ZWiCs https://t.co/45r8WdJIHk",553,0,1.55E+18,,,,,
80,Mon Jul 25 07:07:18 +0000 2022,BandyGit,@boleynbadges That’s a bit of history 👍🏻⚒,0,0,1.55E+18,,,,,
81,Sun Jul 24 21:57:41 +0000 2022,BandyGit,"@Morcia The BBC’s cult following live their life based on their ‘teachings’. 
 So glad I cancelled my licence about 18 months ago, should have done it years ago.",0,0,1.55E+18,,,,,
82,Sun Jul 24 18:13:00 +0000 2022,BandyGit,@myhollycat @nick82388536 That’s hilarious 🤣🤣,0,1,1.55E+18,,,,,
83,Sun Jul 24 15:43:48 +0000 2022,BandyGit,@HighWireTalk Trust ‘the science’.,0,2,1.55E+18,,,,,
84,Sun Jul 24 14:41:53 +0000 2022,BandyGit,"@Stephen270453 This bloke is a scientist, maybe u should listen 👇🏻 https://t.co/A2D6dhBwgJ",0,0,1.55E+18,,,,,
85,Sun Jul 24 14:30:58 +0000 2022,BandyGit,"@Stephen270453 I don’t have to a scientist to read statistics &amp; make personal decisions. 
 The IFR has been provided by scientists and it was know very early on. 
 If u think the jabs are the only thing keeping u alive then I’m happy for u, but I would urge u to do some non MSM research. https://t.co/y52fgPVLqc",0,0,1.55E+18,,,,,
86,Sun Jul 24 14:06:43 +0000 2022,BandyGit,@Sheryl19202304 Spot on 👍🏻,0,0,1.55E+18,,,,,
87,Sun Jul 24 12:01:16 +0000 2022,BandyGit,@DanePictionaire @ClarkeMicah If you’ve had four jabs mate climate change is the least of your worries.,0,3,1.55E+18,,,,,
88,Sun Jul 24 12:00:03 +0000 2022,BandyGit,"@ClarkeMicah But he believes it ‘ferociously’ and that’s all that counts, facts are irrelevant.",0,1,1.55E+18,,,,,
89,Sun Jul 24 11:43:02 +0000 2022,BandyGit,"@eventstar101 @HeikoKhoo deserves all the praise. 
 
 https://t.co/f2eop4H2hK",0,0,1.55E+18,,,,,
90,Sun Jul 24 07:24:30 +0000 2022,BandyGit,@LukeJohnsonRCP I still clap on my doorstep like a demented seal every Thursday evening to show my appreciation.,0,4,1.55E+18,,no,,,
91,Sun Jul 24 07:18:08 +0000 2022,BandyGit,"WATCH: widowed Vicky Spit @BuckYouHorses submitted Freedom of Information Request to UK gov on why vaccine makers have indemnity:
 
 Vicky: “They have literally said...we know things that if we told the public they wouldn't want to get these vaccines so we're NOT GOING TO TELL YOU” https://t.co/0NoOXhqalU https://t.co/AYZEdqMAqq",6928,0,1.55E+18,,,,,
92,Sat Jul 23 22:04:24 +0000 2022,BandyGit,"@BuzzkillF @HeikoKhoo Your mum is a wise woman 👍🏻.
 I only saw the clip on The Highwire episode on Thursday &amp; thought it was well worth sharing. If there had been real journalism like this from the start things would be very different.
 Great to ‘meet’ u too. ✊🏻",0,1,1.55E+18,,,,,
93,Sat Jul 23 21:49:20 +0000 2022,BandyGit,@kkcentex 😂👍🏻,0,0,1.55E+18,,,,,
94,Sat Jul 23 20:57:56 +0000 2022,BandyGit,@doezer1 12th July this year.,0,2,1.55E+18,,,,,
95,Sat Jul 23 20:36:18 +0000 2022,BandyGit,"@BuzzkillF @HeikoKhoo Thanks for letting me know Tony.
 Great work by @HeikoKhoo getting this footage 👍🏻",1,2,1.55E+18,,,,,
96,Sat Jul 23 20:10:49 +0000 2022,BandyGit,@Stephen270453 Not really. Just someone who realised I didn’t need experimental injections to ‘protect’ me from something with the same IFR as flu.,0,0,1.55E+18,,,,,
97,Sat Jul 23 20:05:03 +0000 2022,BandyGit,"@Stephen270453 Didn’t get the jabs, didn’t get covid, didn’t die. I must be even luckier.",0,0,1.55E+18,,,,,
98,Sat Jul 23 19:03:53 +0000 2022,BandyGit,@Nowaykid @Living_in_CR Journalist is @HeikoKhoo,0,0,1.55E+18,,,,,
99,Sat Jul 23 19:01:44 +0000 2022,BandyGit,@winnie21276680 @HeikoKhoo,0,0,1.55E+18,,,,,
100,Sat Jul 23 19:00:22 +0000 2022,BandyGit,The journalist is @HeikoKhoo,16,89,1.55E+18,,,,,
101,Sat Jul 23 18:47:54 +0000 2022,BandyGit,"This is the interviewer. Apologies, I would have retweeted him if I had seen it before seeing it on The Highwire. He deserves a follow 👍🏻
 
 https://t.co/EA3kPxu6jq",41,189,1.55E+18,,no,,,
102,Sat Jul 23 18:29:28 +0000 2022,BandyGit,"@oldtwohats @BoyScou84038220 @uncleandre2022 @Ross_Cand Pointless? Official stats provided by Mid &amp; South Essex NHS Trust? 
 Have a look at the Total Admission Stats and tell yourself they’re ‘pointless’ as well. https://t.co/62qesJC50u",0,1,1.55E+18,,,,,
103,Sat Jul 23 18:19:10 +0000 2022,BandyGit,@Mellycat6 @tessyursine July 12th this year.,0,4,1.55E+18,,,,,
104,Sat Jul 23 18:10:10 +0000 2022,BandyGit,@oldtwohats @BoyScou84038220 @uncleandre2022 @Ross_Cand ICU Stats provided from a Freedom of Information request for my local hospitals suggest there wasn’t many people ‘riddled’ with anything. https://t.co/PIcGwcC4JJ,0,2,1.55E+18,,,,,
105,Sat Jul 23 05:33:40 +0000 2022,BandyGit,"@supertodd1 His name is Heiko Khoo.
 There’s a longer video clip here, it starts after about 12 mins 👇🏻
 
 https://t.co/kxbOgjy6B5",33,76,1.55E+18,,,,,
106,Fri Jul 22 19:03:18 +0000 2022,BandyGit,"How can anyone still be asking why people remain unjabbed? What can ‘persuade’ someone to get it?
 The BBC thinks propaganda &amp; outright lies will do the trick 👇🏻 https://t.co/ri6rl4ESfV",6,14,1.55E+18,,yes,no,yes,yes
107,Fri Jul 22 15:53:49 +0000 2022,BandyGit,"Masks on masks off, exhausted nurses finding the time to choreograph dance routines in empty wards, the public clapping on their doorsteps looking like deranged seals, NHS workers clapping themselves.
 It certainly was a ‘once in a lifetime pandemic. https://t.co/wETXYNKMCe",0,3,1.55E+18,,yes,no,yes,yes
108,Fri Jul 22 08:16:36 +0000 2022,BandyGit,"@RichardBarrow Ask yourself why the unjabbed are not repeatedly getting sick. Many doctors (not on MSM) have been warning this will happen for over a year. Here’s one 👇🏻
 
 https://t.co/2dH6Ku1FLu",0,0,1.55E+18,,yes,yes,yes,yes
109,Fri Jul 22 07:41:12 +0000 2022,BandyGit,@vaccess_denied @zdaniel That deserved it’s own tweet 😄👍🏻,0,3,1.55E+18,,,,,
